_time,sensor_id,shipment_id,health_score,is_breach,temperature_c,product_type,battery_pct,hours_until_dead,minutes_to_breach
2026-04-18 18:25:52.855951+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.05,vaccines,,,
2026-04-18 18:25:57.859207+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.08,vaccines,,,
2026-04-18 18:26:02.871127+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.03,vaccines,,,
2026-04-18 18:26:07.861339+00:00,SENSOR-001,SHP-ALPHA,0.99,False,3.99,vaccines,,,
2026-04-18 18:26:12.860213+00:00,SENSOR-001,SHP-ALPHA,0.99,False,3.93,vaccines,,,
2026-04-18 18:26:17.865142+00:00,SENSOR-001,SHP-ALPHA,0.99,False,3.87,vaccines,,,
2026-04-18 18:26:22.863985+00:00,SENSOR-001,SHP-ALPHA,0.99,False,3.87,vaccines,,,
2026-04-18 18:26:27.865796+00:00,SENSOR-001,SHP-ALPHA,0.99,False,3.89,vaccines,,,
2026-04-18 18:26:33.290950+00:00,SENSOR-001,SHP-ALPHA,0.99,False,3.97,vaccines,,,
2026-04-18 18:26:37.870403+00:00,SENSOR-001,SHP-ALPHA,0.99,False,3.97,vaccines,,,
2026-04-18 18:26:42.870790+00:00,SENSOR-001,SHP-ALPHA,0.99,False,3.99,vaccines,,,
2026-04-18 18:26:47.870209+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.01,vaccines,,,
2026-04-18 18:26:52.870749+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.03,vaccines,,,
2026-04-18 18:26:57.872513+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.04,vaccines,,,
2026-04-18 18:27:02.871988+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.06,vaccines,,,
2026-04-18 18:27:07.874215+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.1,vaccines,,,
2026-04-18 18:27:12.875269+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.06,vaccines,,,
2026-04-18 18:27:17.876804+00:00,SENSOR-001,SHP-ALPHA,0.98,False,3.99,vaccines,,,
2026-04-18 18:27:22.894659+00:00,SENSOR-001,SHP-ALPHA,0.98,False,3.92,vaccines,,,
2026-04-18 18:27:27.881798+00:00,SENSOR-001,SHP-ALPHA,0.98,False,3.87,vaccines,,,
2026-04-18 18:27:32.881704+00:00,SENSOR-001,SHP-ALPHA,0.98,False,6.18,vaccines,,,
2026-04-18 18:29:18.897661+00:00,SENSOR-001,SHP-ALPHA,1.0,False,3.85,vaccines,,,
2026-04-18 18:29:23.902875+00:00,SENSOR-001,SHP-ALPHA,1.0,False,3.91,vaccines,,,
2026-04-18 18:29:28.904938+00:00,SENSOR-001,SHP-ALPHA,1.0,False,3.93,vaccines,,,
2026-04-18 18:29:33.905966+00:00,SENSOR-001,SHP-ALPHA,1.0,False,3.86,vaccines,,,
2026-04-18 18:34:14.092741+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.12,vaccines,,,
2026-04-18 18:34:19.094304+00:00,SENSOR-001,SHP-ALPHA,1.0,False,8.09,vaccines,,,
2026-04-18 18:34:24.097655+00:00,SENSOR-001,SHP-ALPHA,1.0,False,8.06,vaccines,,,
2026-04-18 18:34:30.738260+00:00,SENSOR-001,SHP-ALPHA,0.8,True,8.02,vaccines,,,
2026-04-18 18:34:34.116100+00:00,SENSOR-001,SHP-ALPHA,1.0,False,7.95,vaccines,,,
2026-04-18 18:34:40.208561+00:00,SENSOR-001,SHP-ALPHA,0.99,False,8.05,vaccines,,,
2026-04-18 18:34:44.099986+00:00,SENSOR-001,SHP-ALPHA,0.99,False,8.04,vaccines,,,
2026-04-18 18:34:50.600546+00:00,SENSOR-001,SHP-ALPHA,0.79,True,8.03,vaccines,,,
2026-04-18 18:34:54.102056+00:00,SENSOR-001,SHP-ALPHA,0.79,True,8.04,vaccines,,,
2026-04-18 18:34:59.103001+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.99,vaccines,,,
2026-04-18 18:35:04.104114+00:00,SENSOR-001,SHP-ALPHA,0.99,False,8.03,vaccines,,,
2026-04-18 18:35:09.105375+00:00,SENSOR-001,SHP-ALPHA,0.99,False,8.06,vaccines,,,
2026-04-18 18:35:15.228485+00:00,SENSOR-001,SHP-ALPHA,0.79,True,8.16,vaccines,,,
2026-04-18 18:35:19.106731+00:00,SENSOR-001,SHP-ALPHA,0.79,True,8.1,vaccines,,,
2026-04-18 18:35:24.108546+00:00,SENSOR-001,SHP-ALPHA,0.79,True,8.04,vaccines,,,
2026-04-18 18:38:00.714723+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.09,vaccines,,,
2026-04-18 18:38:05.714431+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.18,vaccines,,,
2026-04-18 18:38:10.715984+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.14,vaccines,,,
2026-04-18 18:38:15.717984+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.13,vaccines,,,
2026-04-18 18:38:20.720594+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.21,vaccines,,,
2026-04-18 18:38:25.720564+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.25,vaccines,,,
2026-04-18 18:38:30.721722+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.29,vaccines,,,
2026-04-18 18:38:35.721905+00:00,SENSOR-001,SHP-ALPHA,0.99,False,6.75,vaccines,,,
2026-04-19 06:03:39.061532+00:00,SENSOR-001,SHP-ALPHA,1.0,False,3.94,vaccines,,-1.0,-1.0
2026-04-19 06:03:44.065106+00:00,SENSOR-001,SHP-ALPHA,1.0,False,3.96,vaccines,,1.4,16.8
2026-04-19 06:03:49.072615+00:00,SENSOR-001,SHP-ALPHA,1.0,False,3.94,vaccines,,1.4,-1.0
2026-04-19 06:03:54.073323+00:00,SENSOR-001,SHP-ALPHA,1.0,False,3.95,vaccines,,1.4,33.7
2026-04-19 06:03:59.071021+00:00,SENSOR-001,SHP-ALPHA,1.0,False,3.99,vaccines,,1.4,8.4
2026-04-19 06:04:04.084742+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.03,vaccines,,1.4,8.3
2026-04-19 06:04:09.085326+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.01,vaccines,,1.4,-1.0
2026-04-19 06:04:14.090629+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.04,vaccines,,1.4,11.0
2026-04-19 06:04:19.114113+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.03,vaccines,,1.4,-1.0
2026-04-19 06:04:24.091942+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.06,vaccines,,1.4,10.9
2026-04-19 06:04:29.092948+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.02,vaccines,,1.4,-1.0
2026-04-19 06:04:35.030411+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.08,vaccines,,1.4,5.4
2026-04-19 06:04:39.096961+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.17,vaccines,,1.4,3.5
2026-04-19 06:04:44.099194+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.26,vaccines,,1.4,3.5
2026-04-19 06:04:49.098011+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.22,vaccines,,1.4,-1.0
2026-04-19 06:04:54.118668+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.19,vaccines,,1.4,-1.0
2026-04-19 06:04:59.105802+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.16,vaccines,,1.4,-1.0
2026-04-19 06:05:04.105286+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.1,vaccines,,1.4,-1.0
2026-04-19 06:05:09.104960+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.17,vaccines,,1.4,4.6
2026-04-19 06:05:14.112917+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.16,vaccines,,1.4,-1.0
2026-04-19 06:05:19.133352+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.16,vaccines,,1.4,-1.0
2026-04-19 06:05:24.121113+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.07,vaccines,,1.4,-1.0
2026-04-19 06:05:29.122222+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.17,vaccines,,1.4,3.2
2026-04-19 06:05:34.122171+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.24,vaccines,,1.4,4.5
2026-04-19 06:05:39.123305+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.16,vaccines,,1.4,-1.0
2026-04-19 06:05:44.125501+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.14,vaccines,,1.4,-1.0
2026-04-19 06:05:49.140965+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.19,vaccines,,1.4,6.3
2026-04-19 06:05:54.135455+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.26,vaccines,,1.3,4.5
2026-04-19 06:05:59.135062+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.29,vaccines,,1.3,10.3
2026-04-19 06:06:04.137183+00:00,SENSOR-001,SHP-ALPHA,0.98,False,4.28,vaccines,,1.3,-1.0
2026-04-19 06:06:09.146223+00:00,SENSOR-001,SHP-ALPHA,0.97,False,4.36,vaccines,,1.3,3.8
2026-04-19 06:06:14.147877+00:00,SENSOR-001,SHP-ALPHA,0.97,False,4.3,vaccines,,1.3,-1.0
2026-04-19 06:06:19.151877+00:00,SENSOR-001,SHP-ALPHA,0.97,False,4.22,vaccines,,1.3,-1.0
2026-04-19 06:06:24.152195+00:00,SENSOR-001,SHP-ALPHA,0.97,False,4.27,vaccines,,1.3,6.2
2026-04-19 06:06:29.158880+00:00,SENSOR-001,SHP-ALPHA,0.97,False,4.26,vaccines,,1.3,-1.0
2026-04-19 06:06:34.173210+00:00,SENSOR-001,SHP-ALPHA,0.97,False,4.28,vaccines,,1.3,15.5
2026-04-19 06:06:39.157259+00:00,SENSOR-001,SHP-ALPHA,0.97,False,6.68,vaccines,,1.3,0.0
2026-04-19 06:06:44.162421+00:00,SENSOR-001,SHP-ALPHA,0.97,False,6.72,vaccines,,1.3,2.7
2026-04-19 06:06:49.165552+00:00,SENSOR-001,SHP-ALPHA,0.97,False,10.76,vaccines,,1.3,0.0
2026-04-19 06:06:54.166926+00:00,SENSOR-001,SHP-ALPHA,0.97,False,10.74,vaccines,,1.3,-1.0
2026-04-19 06:07:01.433072+00:00,SENSOR-001,SHP-ALPHA,0.77,True,10.83,vaccines,,1.3,-1.0
2026-04-19 06:07:04.176157+00:00,SENSOR-001,SHP-ALPHA,0.77,True,10.92,vaccines,,1.3,-1.0
2026-04-19 06:07:09.175457+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.88,vaccines,,1.3,-1.0
2026-04-19 06:07:14.177458+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.97,vaccines,,1.3,-1.0
2026-04-19 06:07:19.178636+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.9,vaccines,,1.3,-1.0
2026-04-19 06:07:24.177871+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.91,vaccines,,1.3,-1.0
2026-04-19 06:07:29.185275+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.84,vaccines,,1.3,-1.0
2026-04-19 06:07:34.187802+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.93,vaccines,,1.3,-1.0
2026-04-19 06:07:39.188404+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.92,vaccines,,1.3,-1.0
2026-04-19 06:07:44.187295+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.97,vaccines,,1.3,-1.0
2026-04-19 06:07:49.199574+00:00,SENSOR-001,SHP-ALPHA,0.76,True,11.01,vaccines,,1.3,-1.0
2026-04-19 06:07:54.195797+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.92,vaccines,,1.3,-1.0
2026-04-19 06:07:59.197319+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.89,vaccines,,1.3,-1.0
2026-04-19 06:08:04.201359+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.85,vaccines,,1.3,-1.0
2026-04-19 06:08:09.212221+00:00,SENSOR-001,SHP-ALPHA,0.76,True,10.88,vaccines,,1.3,-1.0
2026-04-19 06:11:34.884052+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.09,vaccines,99.8,-1.0,-1.0
2026-04-19 06:11:39.882082+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.08,vaccines,99.7,1.4,-1.0
2026-04-19 06:11:44.886736+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.17,vaccines,99.6,1.4,3.5
2026-04-19 06:11:49.889807+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.1,vaccines,99.5,1.4,-1.0
2026-04-19 06:11:54.934952+00:00,SENSOR-001,SHP-ALPHA,1.0,False,4.03,vaccines,99.4,1.4,-1.0
2026-04-19 06:11:59.909924+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.02,vaccines,99.3,1.4,-1.0
2026-04-19 06:12:04.913169+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.12,vaccines,99.2,1.4,3.2
2026-04-19 06:12:09.916028+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.07,vaccines,99.1,1.4,-1.0
2026-04-19 06:12:14.919618+00:00,SENSOR-001,SHP-ALPHA,0.99,False,3.98,vaccines,99.0,1.4,-1.0
2026-04-19 06:12:19.921891+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.07,vaccines,98.9,1.4,3.6
2026-04-19 06:12:24.924292+00:00,SENSOR-001,SHP-ALPHA,0.99,False,4.13,vaccines,98.8,1.4,5.4
2026-04-19 06:12:29.926045+00:00,SENSOR-001,SHP-ALPHA,0.99,False,8.81,vaccines,98.7,1.4,0.0
2026-04-19 06:12:35.449688+00:00,SENSOR-001,SHP-ALPHA,0.99,False,8.85,vaccines,98.6,1.4,0.0
2026-04-19 06:12:42.107882+00:00,SENSOR-001,SHP-ALPHA,0.79,True,12.51,vaccines,98.5,1.4,-1.0
2026-04-19 06:12:44.951714+00:00,SENSOR-001,SHP-ALPHA,0.79,True,12.57,vaccines,98.4,1.4,-1.0
2026-04-19 06:17:16.170049+00:00,SENSOR-001,SHP-ALPHA,1.0,False,7.46,vaccines,99.8,-1.0,-1.0
2026-04-19 06:17:21.170039+00:00,SENSOR-001,SHP-ALPHA,1.0,False,7.38,vaccines,99.7,1.4,-1.0
2026-04-19 06:17:26.182011+00:00,SENSOR-001,SHP-ALPHA,1.0,False,7.3,vaccines,99.6,1.4,-1.0
2026-04-19 06:17:31.183576+00:00,SENSOR-001,SHP-ALPHA,1.0,False,7.38,vaccines,99.5,1.4,-1.0
2026-04-19 06:17:36.184459+00:00,SENSOR-001,SHP-ALPHA,1.0,False,7.31,vaccines,99.4,1.4,-1.0
2026-04-19 06:17:41.185884+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.32,vaccines,99.3,1.4,-1.0
2026-04-19 06:17:46.194680+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.33,vaccines,99.2,1.4,6.7
2026-04-19 06:17:51.197924+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.24,vaccines,99.1,1.4,-1.0
2026-04-19 06:17:56.196344+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.3,vaccines,99.0,1.4,-1.0
2026-04-19 06:18:01.199276+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.29,vaccines,98.9,1.4,-1.0
2026-04-19 06:18:06.199515+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.28,vaccines,98.8,1.4,-1.0
2026-04-19 06:18:11.205816+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.3,vaccines,98.7,1.4,3.5
2026-04-19 06:18:16.208015+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.21,vaccines,98.6,1.4,-1.0
2026-04-19 06:18:21.210937+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.31,vaccines,98.5,1.4,10.4
2026-04-19 06:18:26.210442+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.29,vaccines,98.4,1.4,21.3
2026-04-19 06:18:31.213208+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.22,vaccines,98.3,1.4,-1.0
2026-04-19 06:18:36.213082+00:00,SENSOR-001,SHP-ALPHA,0.99,False,7.25,vaccines,98.2,1.4,5.6
2026-04-19 06:18:41.215343+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.25,vaccines,98.1,1.4,-1.0
2026-04-19 06:18:46.220649+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.22,vaccines,98.0,1.4,-1.0
2026-04-19 06:18:51.219231+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.28,vaccines,97.9,1.4,3.6
2026-04-19 06:18:56.221041+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.21,vaccines,97.8,1.4,-1.0
2026-04-19 06:19:01.220749+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.19,vaccines,97.7,1.4,-1.0
2026-04-19 06:19:06.223351+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.17,vaccines,97.6,1.4,-1.0
2026-04-19 06:19:11.223370+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.24,vaccines,97.5,1.4,-1.0
2026-04-19 06:19:16.229820+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.27,vaccines,97.4,1.4,3.7
2026-04-19 06:19:21.229144+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.23,vaccines,97.3,1.4,5.8
2026-04-19 06:19:26.231911+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.24,vaccines,97.2,1.4,3.3
2026-04-19 06:19:31.234380+00:00,SENSOR-001,SHP-ALPHA,0.98,False,7.25,vaccines,97.1,1.3,22.5
